questionType,question
yes/no,Do you think it will kill a snake? Need something light and powerful but not a C02.
yes/no,Can you replace the rechargeable batteries after a year that's all they seem to last at the most.
yes/no,does the go 2 shorts 5 inch mean 5 inch inseam? looking for shorts comparable to my husbands champion shorts which have 5 1/2 inch inseam. thanks.
yes/no,is the basket aluminum?
yes/no,Will these work with the SIRT red laser training pistol ?
yes/no,what if i dont like it. can it be returned?
yes/no,Can we order extra posts for the canopy?
yes/no,I want a fanny pack to hold my Ruger LCP 380 and my Samsung S4 galaxy cell when I'm riding my bike. Can you suggest some models
yes/no,Will it fit an LC9 with the viridian laser?
yes/no,I have a 34 inch inseam. Are these pants long enough?
yes/no,Would I be able to attach this to the rear of my bike? I already have a basket in the front but would like a wide rack like this on the back.
yes/no,"Are threads on all flip flop hubs the same"" will this fit on one side of this wheel? Alex Toys Y303 48H Alloy 14mm FW Nutted Rear Wheel, 20x1.75-Inc."
yes/no,Will this fit the glock 27 (baby glock)?
yes/no,does it come with the charger and battery
yes/no,"""DO NOT COCK YOUR AIR RIFLE UNTIL YOU ARE READY TO LOAD AND FIRE"" I broke this rule. Now what? (Fury II Blackout)"
yes/no,Are the wheels that come on these skates for outdoor?
yes/no,Can someone measure the height of the mounting plates? Iam installing this on a upper deck and am wondering if there will be enough room for all bolts
yes/no,Will an 8 ounce iso-butane fuel canister fit inside the pot?
yes/no,Can the ball be detached and reattached each time we play? Don't want to leave outside where anyone can play.
yes/no,does this pump work for blow up pools?
yes/no,"Is it difficult to assemble? I am not handy at all and would like to buy this for my wife's 26"" Electra beach cruiser. Thanks"
yes/no,does this mag work?: http://www.amazon.com/Airsoft-300rd-H...
yes/no,Will this fit on a hitch on a Toyota RAV4 with the spare tire on the back?
yes/no,will these pulleys work on an Ultegra derailer 9 spd?
yes/no,"I want to know after take the order, will be any confirmation email be sent regarding the delivery tracking number?"
yes/no,Can anyone advise on how this product compares to the Do-All Outdoors Raven Automatic Trap?
yes/no,"I am planning a trip to Mars in the spring, will this blade be sufficient to fight off any aliens I may encounter?"
yes/no,"As an example, imagine someone banging on aluminum pots with a metal spoon. Would this helmet protect my hearing compared to a motorcycle helmet, thanks."
yes/no,I have an old Rossi Puma (about 15 years) will this work ? thanks!
yes/no,Does it come with the attached pillow?
yes/no,Does It have feather trigger
yes/no,Is the material durable. I work in I.T. i need to kneel down to work our work place has this very tough carpet broke my dockers
yes/no,Will this fit on an AR with the Magpul M.O.E forend?
yes/no,if I had a 100 ft hose(level) would this be able to pump from that far ? Lake to pump for emergencies
yes/no,is it a speed loader
yes/no,Is it durable and strong? Can i use it for mild rock climbing activity.
yes/no,I have a rd-6600 ss + cs6700 12-30 + front compact ring 50/34 .. no problems shifting. Can I use this Shimano 11-30 with my setup?
yes/no,Are there grommets (like in the picture of the top corner) at the bottom of the net also to attach the net to the poles?
yes/no,"can't find a 6 to 6.6ft Shackspeare Ugly Stik GX2 Spincast rod with medium action for my Z03 on here, Can someone help? Thanks All"
yes/no,"Has anyone had any issues with the ball that while sitting on it, it slowly goes through the hole and touches the ground making it difficult to roll?"
yes/no,will the UTG medium profile mount fit a gamo bull whisper .177 cal.
yes/no,"My ball has a hole in it and cannot be used. Do they sell replacement balls and if not, do you know the size of the ball I would need to buy to fit?"
yes/no,CAN I GET A BETTER SEAT??
yes/no,Is this blanket quite? I wanted to use it while hunting
yes/no,I was hoping that this might work for baseballs as well. Is it strong enough for baseballs?
yes/no,would a large fit a mens size 11 shoe?
yes/no,Our tube got a rip in it. The skin is fine. Can you buy a replacement for the inflatable part?
yes/no,do they have pads
yes/no,Can we use this suit in summer pool?
yes/no,"can the G1110 be used to charge 12V car batteries, also can we connect it and leave it as a charge maintainer on the battery on vacation."
yes/no,"I'm looking for one of these wearable bags for a boy aged 13. I just see size ""Kids 1&amp;2"" Is this referring to the age?"
yes/no,Does this belt work as a waist belt for the Rush 24 backpack?
yes/no,Would this hold a 12pk of 12 oz cans plus freezer packs?
yes/no,Will this rack fit a gmc Arcadia 2009
yes/no,Is this bike good for someone 5'11''?
yes/no,"I just got mine today. it says ""made in China, yet the Amazon description clealy lists it as Made in the USA. Have any other buyers noticed that?"
yes/no,Will laser fit a Walther P99 pre 2004 closed rail...Looking
yes/no,The pic onlys shows rubber mounts for 3 bikes. Does this bike rack come with 4 pairs of rubber mounts for 4 bikes?
yes/no,will fit a m-4 223
yes/no,Will these work on older Crosman 160 and 167 pellet rifles?
yes/no,Will it fit on 2008 Toyota Rav4 Sport??
yes/no,Does anyone have any feedback about the tires? I found reviews on other sites that say the tires are very thin and wore through very quickly.
yes/no,Does it come with an Air pump integrated into the seat post?
yes/no,Will it fit FNS40?
yes/no,Are the Black and Green fade ones mirrored? It looks kind of like they are matte but I wanted to clarify
yes/no,would this fit on the cold steel gurka kukri
yes/no,Would a size 5 soccer ball fit in either size?
yes/no,Will this holster also work for the Walther PPQ M1?
yes/no,is it a swivel seat
yes/no,does it come with the pouches liked pictured?
yes/no,Can you use this for paintball markers?
yes/no,would i be able to pack out an elk in this pack
yes/no,Are they compatible with the PD-M540?
yes/no,Is there a difference between the light blue an celeste?
yes/no,will this fit an ar15
yes/no,Would these get me to and from the locker room and pool at the local gym safely? The tile in the locker room is slippery.
yes/no,is this compatible with the UTG match grade rear sight
yes/no,"Has anyone tried dyeing the cream color sweater? In cream, it's completely see through :/"
yes/no,will the 30 quart engel live bait well keep pin fish alive
yes/no,Is it cheating if you use your thumb on the other hand to hold down the handle that's aligned with the palm that's gripping the gripper?
yes/no,the thickness of the trim at the top Is only about a 1/4 inch out from the wall. would the bar have enough to hang on there?
yes/no,"I have a pair of De Soto sleeves that say 99% protection (SPF 50) but it is for UVA only , not UVB. Are the Pearls UVA &amp; UVB?"
yes/no,Is this an adult size glass?
yes/no,Does the front sight hang-up when drawing the firearm? I have found this to be a problem with other holsters.
yes/no,is this fire proof?
yes/no,Can hyrdration bottles be attached to this belt?
