questionType,question
yes/no,Does these dust bags work for a table saw? I have the DeWalt portable table saw 745 and it did not came with any item to catch the saw dust .
yes/no,is this a good size for a room ???
yes/no,Can this be hooked to the refrigerator line instead of using the supplied faucet?
yes/no,Does this timer allow you to set different on/off times for each day of the week?
yes/no,will this work in a small goat barn for indoor lighting? Barn is approximately 15.5'x8'.
yes/no,I am from overseas. Will this work with 240V supply?
yes/no,Can it be used outdoors in rain/wet weather?
yes/no,"Can I pivot the light to point downwards? From the picture, it appears to only point in an upward direction."
yes/no,"I have a N120, but I didn't get installation Instructions. I just need to check. Can I see one on line?"
yes/no,can you delete a specific code after programming it in?
yes/no,Will this pad work on dealt 7-9 inch hook and loop backing plate ?
yes/no,"Help - I lost the door instructions, can anyone help?"
yes/no,Can you use these goggles to look directly at the sun?
yes/no,Can you connect multiple strands together?
yes/no,does it work with 18 V NI-CAD battery?
yes/no,does it have size T5?
yes/no,Did anyone get the precise item shown here in the picture and marked Flotec? My box shows this picture but the product is made by a different company.
yes/no,Is this a type A lamp?
yes/no,Should this be mounted close to the floor as this gas is heavy and takes longer to rise?
yes/no,can you program custom sounds? If I have 2 chimes (old solenoid type) and replace one with this will it work ok
yes/no,"Will this protect my fingers from cuts while using bread knife to thinly slice onions, tomatoes, etc which I hold in my hand while slicing?"
yes/no,Would this woth with the Bosch 11255VRS Bulldog Xtreme?
yes/no,"Are these actually in stock as of today? 8-9-14. Also, I need to verify that these are the newer 120 lumen two mode list not the older 1 mode."
yes/no,Is there any text on the cover from the side?
yes/no,"I'm looking for a tool that will cut a door jamb, is this adequate? Thanks!"
yes/no,Do these work with a Paslode 5350 angle feed framing nailer?
yes/no,"Does this flashlight have memory of last mode used, when turning on again?"
yes/no,will this work in the UK? ie voltage wise
yes/no,I love the natural look of unfinshed slate. Does this product turn my slate into wet look? I hope not.
yes/no,Do you need to install the light kit on this fan? I don't want the light
yes/no,Will this fixture dim?
yes/no,Does the light bulb screw into a standard socket? I can't tell what size the base is. thanks
yes/no,Does it come with a light?
yes/no,Do SDS-plus bits fit all SDS-plus hammer drills regardless of manufactuer?
yes/no,Is this wrench suitable for tightening lug nuts after rotating tires?
yes/no,the instruction says that it contains LEAD. Is the paint safe to use it on household stuff like furniture?
yes/no,is it a good replacement motor for motor A0516B2029 ?
yes/no,Can it be mounted on the wall?
yes/no,Can this be installed on angled beams? My room does not have flat ceilings- they're at about 25 degrees
yes/no,Will this work on 220V?
yes/no,Can I change the pin combination in the actual key slot? I just want to make my current house key work on the lock .
yes/no,Will this control older RShack lamp modules #61-2682B and appliance modules #6102681?
yes/no,Will this attachment fit a 12 inch Delta
yes/no,Can they send it to Argentina?
yes/no,Can this QT200 be installed from within the bathroom as a Retrofit... I do not have access to attic.
yes/no,I have a few pairs of tact gloves and am thinking of grabbing a pair of mechanix. Are they really that far superior o other gloves on the market?
yes/no,"I need a stapler for 1/4"" plywood underlayment, would this one do the job?"
yes/no,can these be installed on a flat surface. i have a desk with an extendable shelf for a printer. i want to install a second extendable on top.
yes/no,Would this be strong enough for a child to use daily to reach their bunk bed?
yes/no,Is there a separate control for water temperature?
yes/no,Does the Vera3 require a permanent hard wire Ethernet connection? I am considering this for my condo door locks but we only have wifi available.
yes/no,We have an overhead recessed area in the ceiling of a hallway (not a can) where there is a regular lightbulb. Will it work there?
yes/no,Will there be a windows phone app?
yes/no,I have a Porter Cable 985 router with under table height adjustment. Does the insert have the 2 holes necessary for the height adjustment feature?
yes/no,Is this light dimmable?
yes/no,Is each country labeled?
yes/no,"Can you use an 8"" blade with htis saw?"
yes/no,Does this come with a monitor to mount inside the cab of the tractor?
yes/no,Can this be used for creating threads like a thread chaser?
yes/no,I am a woman &amp; have a very small wrist. Would the strapless HR210 stay on my wrist?
yes/no,Do you put water in it?
yes/no,"We have molded covers over our flurescent lights, would these still fit over them, how thick are they? its a drop ceiling"
yes/no,Can a LED bulb be used?
yes/no,Does this hand truck come with a guarantee? Thank you!
yes/no,are there wheels that would mount on the stand?
yes/no,We just ordered one of these and was sure it is12v hardwired. Is this correct.?
yes/no,Does This Come With A Key?
yes/no,Will this backing pad fit on sander model RS241?
yes/no,do you ship in india?
yes/no,can you insulate on TOP of this can? It must be certified to do so to meet code.
yes/no,Will it fit a Glock 23?
yes/no,does this have an ignition switch?
yes/no,Can I run one 50ft. line with all my lights .....plan on using 6 lights 50watt ea.for a total of 300 and what guage wire should I use
yes/no,Is this waterproof? I want to use it in an outdoor place.
yes/no,is this 220v ~240?
yes/no,Are you getting in more wallpaper in soon? I need 2 rolls from the same run and looks like you're down to one roll now. Thanks!
yes/no,Used to be offered in colors; are they still and with numbers not letters for combo?
yes/no,Is it large enough to carry a D28474 (7-inch wheel) grinder? Thanks.
yes/no,"Is there a way to specify what frequency you want? I have one in my hallway and need one in my kitchen. I need something other than ""D"""
yes/no,"I do a lot of home DIY woodworking stuff (building shelves, etc.). Would this nailer do the job?"
yes/no,"Can this be used with 220 voltage, like in Europe?"
yes/no,Does it dry clear?
yes/no,I'm looking fo Broan p/n s9017704. Are these innerchangable
yes/no,Is this unit suitable for blowing out lawn sprinkler lines?
yes/no,Are these fixtures dimmable?
yes/no,i misplaced the part that the ballast connects to. can't mount it to the fan.the part that the the two pins plug into. Is this piece available
yes/no,Can sink accomodate 3 cut out holes?
yes/no,"Will this shear and bend 1/8"" aluminum?"
yes/no,Does this faucet have plastic parts?
yes/no,Will this unit work with a Campbell Hausfeld Model WL600701
yes/no,can you replace battery?
yes/no,"I would like to know about noise &amp; vibration inside the house. I had a powered gable fan that was noisy even though I muffled it, had to shut it down."
yes/no,can I use this to seal Chalk Painted dinning table?Thanks
yes/no,Can I use this on clothing?
yes/no,"just checking what ask is included. it has the vanity cabinet, the granite top, two sinks and drains. is that right?"
yes/no,May I use this saw for cutting rocks.?
yes/no,This G0645 jointer comes wired for 110v. Can it be converted to 220/240v?
yes/no,Does this work with the DW715
yes/no,"Can you use these in windows that open from side to side, rather than up and down? The windows are 32"" tall."
yes/no,"Will this product be packaged and handled correctly with a label on the box that reads, Handle With Care? Some reviews claim lights broken."
yes/no,does it remove chlorine
yes/no,"Hi, is there any place I can get accessories for this model. My showerhead Connector With Swivel Ball Joint, so I am just trying to replace that."
yes/no,"i have to replace an old model is69,will this do..using the old cast housing&gt;"
yes/no,Would they work on textured ceramic tile?
yes/no,Are the keyed the same?
yes/no,Will these work for under cabinet lighting ? Currently using Halogen 20w bulbs that are hard wired to a reg line
yes/no,I listen to am talk radio while mowing. Is there a lot of interference from overhead power lines?
yes/no,One of the capacitors that is busted on my TV (Samsung model #LN40A530P1F) is a 470uv 10v capacitor. Does this kit include that capacitor?
yes/no,is there a lifetime warranty for this product?
yes/no,"Are the pull-out portion of the faucet, as well as the drain, made of brass or some type of metal, like the body of the faucet?"
yes/no,"Is this easily removable? We are in a rental and not sure the landlord will allow it. Also, we would want to reapply at the next place."
